species,region,Site,maximum age,minimum age,family,Notes on earliest occurrences
Mammuthus primigenius,Northern America,Cheney mammoth_siteSet_1,"0,781","0,126",Elephantidae,
Mammuthus trogontherii,Southern Europe,Cullar Baza 1_siteSet_1,"0,781","0,126",Elephantidae,
Stegomastodon platensis,South America,Curiti_siteSet_1,"0,781","0,012",Gomphotheriidae,
Mammuthus trogontherii,Eastern Europe,"Feldioara-Cariera, lower level_siteSet_1","0,781","0,126",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,"Isernia la Pineta sector 1, Upper Voluturno, Molise_siteSet_1","0,781","0,6",Elephantidae,
Palaeoloxodon cypriotes,Western Asia,Island fossil ungulates_siteSet_1,"0,781","0,126",Elephantidae,
Mammuthus trogontherii,Western Europe,"Jockgrim, Pfalz_siteSet_1","0,781","0,126",Elephantidae,
Mammuthus trogontherii,Western Europe,"Karlich level H, im Neuwieder Becken_siteSet_1","0,781","0,126",Elephantidae,
Mammuthus trogontherii,Eastern Europe,"Kedrovsk Quarry, Kedrovsk Suite_siteSet_1","0,781","0,126",Elephantidae,
Stegomastodon platensis,South America,La Carolina_siteSet_1,"0,781","0,117",Gomphotheriidae,
Loxodonta africana,Eastern Africa,Lake Eyasi_siteSet_1,"0,781","0,117",Elephantidae,
Mammuthus trogontherii,Western Asia,Latamne_siteSet_1,"0,781","0,126",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,"Layer 4, Sedia del Diavolo, Rome_siteSet_1","0,781","0,126",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,"Malagrotta, Rome_siteSet_1","0,781","0,126",Elephantidae,
Mammuthus primigenius,Eastern Europe,"Maly Anjuj, Utka layers_siteSet_1","0,781","0,126",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,"Manzanares River terrace, near Madrid_siteSet_1","0,781","0,126",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,Marathousa 1_siteSet_1,"0,781","0,126",Elephantidae,
Mammuthus trogontherii,Western Europe,Miesenheim 1 bei Andernach_siteSet_1,"0,781","0,126",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,"Monte Tenda, Brecce di Soave, Verona, Northern Italy_siteSet_1","0,781","0,126",Elephantidae,
Mammuthus trogontherii,Western Europe,"Mosbach 2 main fauna, bei Wiesbaden_siteSet_1","0,781","0,424",Elephantidae,
Palaeoloxodon antiquus,Western Europe,"Mosbach 2 main fauna, bei Wiesbaden_siteSet_1","0,781","0,424",Elephantidae,
Mammuthus columbi,Northern America,North Prong Quarry_siteSet_1,"0,781","0,126",Elephantidae,
Mammuthus columbi,Northern America,North Prong Quarry_siteSet_1,"0,781","0,126",Elephantidae,
Stegomastodon aftoniae,Northern America,North Prong Quarry_siteSet_1,"0,781","0,126",Gomphotheriidae,
Mammuthus trogontherii,Eastern Europe,"Novosergeyevsk Quarry, Kedrovsk Suite._siteSet_1","0,781","0,126",Elephantidae,
Mammuthus primigenius,Eastern Europe,Oiyagosskii Yar_siteSet_1,"0,781","0,126",Elephantidae,
Mammuthus trogontherii,Southern Europe,"Quinzano, Verona, Northern Italy_siteSet_1","0,781","0,117",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,Quisisana-Certosa_siteSet_1,"0,781","0,126",Elephantidae,
Stegomastodon platensis,South America,Rio Canas_siteSet_1,"0,781","0,117",Gomphotheriidae,
Mammuthus trogontherii,Eastern Europe,"Rotbav-Dealul Tiganilor, lower level (level 1)_siteSet_1","0,781","0,126",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,"S. Giovanni di Duino, Trieste, Northern Italy_siteSet_1","0,781","0,126",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,San Romano_siteSet_1,"0,781","0,126",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,"Serbaro di Romagnano, Commune di Grezzana, Verona, Northern Italy_siteSet_1","0,781","0,126",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,"Slivia, Trieste, Northern Italy_siteSet_1","0,781","0,126",Elephantidae,
Mammuthus trogontherii,Central Asia,"Tcheleken, collections 1983-84_siteSet_1","0,781","0,126",Elephantidae,
Mammuthus trogontherii,Central Asia,Tepke-2 Lower_siteSet_1,"0,781","0,126",Elephantidae,
Mammuthus trogontherii,Eastern Europe,Uromhegy_siteSet_1,"0,781","0,126",Elephantidae,
Mammuthus trogontherii,Western Europe,"Voigtstedt bei Sangerhausen, Oberen Kiesen_siteSet_1","0,781","0,676",Elephantidae,
Mammuthus trogontherii,Western Europe,"Voigtstedt bei Sangerhausen, Unteren Kiesen_siteSet_1","0,781","0,676",Elephantidae,
Mammuthus trogontherii,Northern Europe,"West Runton Freshwater Bed, Norfolk, England_siteSet_1","0,781","0,435",Elephantidae,
Palaeoloxodon antiquus,Southern Europe,"Zoppega 1, Brecce di Soave, Verona, Northern Italy_siteSet_1","0,781","0,126",Elephantidae,
Mammuthus primigenius,Central Asia,Zyryanovsk_siteSet_1,"0,781","0,117",Elephantidae,
Stegodon zhaotongensis,Eastern Asia,Yuanmo-hominid_siteSet_1,"0,78",0,Stegodontidae,
Loxodonta atlantica,Northern Africa,Ain Maarouf_siteSet_1,"0,774","0,126",Elephantidae,
Palaeoloxodon jolensis,Northern Africa,Ain Maarouf_siteSet_1,"0,774","0,126",Elephantidae,
Mammuthus trogontherii,Northern Europe,"Corton rootlet bed, Suffolk, England_siteSet_1","0,774","0,424",Elephantidae,
Mammuthus trogontherii,Northern Europe,"Pakefield/Kessingland gravel, Suffolk, England_siteSet_1","0,774","0,424",Elephantidae,
Palaeoloxodon antiquus,Northern Europe,"Pakefield/Kessingland gravel, Suffolk, England_siteSet_1","0,774","0,424",Elephantidae,
Mammuthus trogontherii,Northern Europe,"Pakefield/Kessingland rootlet bed, Suffolk, England_siteSet_1","0,774","0,424",Elephantidae,
Mammuthus trogontherii,Eastern Europe,Koneprusy C718 bei Karlstejn_siteSet_1,"0,761","0,621",Elephantidae,
Palaeoloxodon namadicus,Eastern Asia,Liujiang Cave_siteSet_1,"0,7","0,012",Elephantidae,
Stegodon orientalis,Eastern Asia,Liujiang Cave_siteSet_1,"0,7","0,012",Stegodontidae,
Elephas hysudrindicus,South-Eastern Asia,Ngandong_siteSet_1,"0,7",0,Elephantidae,
Stegodon orientalis,Eastern Asia,Shangjiang Cave_siteSet_1,"0,7","0,012",Stegodontidae,
Palaeoloxodon naumanni,Eastern Asia,Xujiayao_siteSet_1,"0,7","0,012",Elephantidae,
Palaeoloxodon antiquus,Western Europe,Mauer bei Heidelberg_siteSet_1,"0,662","0,397",Elephantidae,
Mammuthus meridionalis,Eastern Europe,Marganets_siteSet_1,"0,621","0,427",Elephantidae,
Loxodonta atlantica,Southern Africa,Hopefield_siteSet_1,"0,6","0,59",Elephantidae,
Palaeoloxodon namadicus,South-Eastern Asia,Tham Khuyen_siteSet_1,"0,6","0,35",Elephantidae,
Stegodon orientalis,South-Eastern Asia,Tham Khuyen_siteSet_1,"0,6","0,35",Stegodontidae,
Mammuthus trogontherii,Western Europe,Bad Frankenhausen bei Sangerhausen_siteSet_1,"0,46","0,46",Elephantidae,
Palaeoloxodon mnaidriensis,Southern Europe,Island fossil ungulates and their predators_siteSet_2,"0,43","0,13",Elephantidae,
Palaeoloxodon mnaidriensis,Southern Europe,Zebbug Cave_siteSet_2,"0,43","0,13",Elephantidae,
Mammuthus exilis,Northern America,Canada Tecolote_siteSet_1,"0,3","0,012",Elephantidae,
Mammuthus columbi,Northern America,Canton Lake_siteSet_1,"0,3","0,012",Elephantidae,
Mammuthus columbi,Northern America,Oldsmar Pit 1 (Pleistocene)_siteSet_1,"0,3","0,012",Elephantidae,
Mammut americanum,Northern America,Reddick IA_siteSet_1,"0,3","0,012",Mammutidae,
Mammuthus columbi,Northern America,Stevenson Bridge UCMP V76199_siteSet_1,"0,3","0,012",Elephantidae,
Mammuthus columbi,Northern America,USGS M1227 Mountain View Dump_siteSet_1,"0,3","0,012",Elephantidae,
Mammuthus lamarmorai,Southern Europe,Tramariglio_siteSet_1,"0,29","0,14",Elephantidae,
Cuvieronius hyodon,South America,Ayuzbamba_siteSet_1,"0,28","0,011",Gomphotheriidae,
Cuvieronius hyodon,South America,Imbabura_siteSet_1,"0,28","0,011",Gomphotheriidae,
Cuvieronius hyodon,South America,Mosquera_siteSet_1,"0,28","0,011",Gomphotheriidae,
Stegodon namadicus,Southern Asia,Narmada_siteSet_1,"0,236","0,048",Stegodontidae,
Palaeoloxodon jolensis,Eastern Africa,Natodomeri Level I_siteSet_1,"0,205","0,196",Elephantidae,
Palaeoloxodon jolensis,Eastern Africa,Natodomeri Level II_siteSet_1,"0,196","0,104",Elephantidae,
Mammuthus lamarmorai,Southern Europe,Campo Giavesu_siteSet_1,"0,191","0,029",Elephantidae,
Mammuthus lamarmorai,Southern Europe,San Giovanni_siteSet_1,"0,191","0,13",Elephantidae,
Loxodonta africana,Southern Africa,Border Cave_siteSet_1,"0,17","0,056",Elephantidae,
Loxodonta africana,Middle Africa,Katanda 9 - Katanda Beds_siteSet_1,"0,17","0,082",Elephantidae,
Stegodon timorensis,South-Eastern Asia,Ainaro Gravels - Atambua - Timor_siteSet_1,"0,168","0,13",Stegodontidae,
Stegodon trigonocephalus,South-Eastern Asia,Ngandong_siteSet_2,"0,126","0,117",Stegodontidae,
Elephas hysudricus,Southern Asia,Manjra_siteSet_1,"0,126","0,117",Elephantidae,
Stegodon ganesa,Southern Asia,Manjra_siteSet_1,"0,126","0,117",Stegodontidae,
Stegodon insignis,Southern Asia,Manjra_siteSet_2,"0,126","0,0117",Stegodontidae,
Mammuthus lamarmorai,Southern Europe,Fontana Marimenta_siteSet_1,"0,126","0,1",Elephantidae,
Mammuthus columbi,Central America,Tequixquiac_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Abingdon_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Ada Bible Church_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Adams Farm_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Adams Road_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Adams site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Adrian_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Northern Europe,Aghnadarragh_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Allen's Farm_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Allen's Farm_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Allensdale_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Alma, south of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Almena Township_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Northern America,American Aggregates Gravel Pit Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,American Falls Reservoir_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,American Falls Reservoir_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,AMNH 1919_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,AMNH 22569_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,AMNH 22633_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,AMNH 26967_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,AMNH 32651_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,AMNH 39580_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"AMNH 45897, 45899_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,AMNH 45951_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Archer's Lake Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Argyle Township_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Western Europe,"Ariendorf, Aufschluß B (outcrop B), base of Löss-Decke III (LD III)_siteSet_1","0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Arredondo IB_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Associated Material and Supply Company Sandpit_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Auburn_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Avenue Area A_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Avery Marsh_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Avery Road Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Bailer Farm_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus primigenius,Northern America,"Baillie Islands, Pleistocene_siteSet_1","0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Bakerstown Marsh_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Baroda_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Central America,Barranca Piedras Negras_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Central America,Barranca Piedras Negras_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Central America,Barranca San Agustin_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Central America,Barranca San Agustin_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,"Beaverton, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Beebe Farm_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Belle Isle_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Betz Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Big Fish Lake_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Birch Run_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Northern America,Bird_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Birmingham_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Blake Site_siteSet_1,"0,126","0,012",Mammutidae,
Loxodonta africana,Southern Africa,Blombos Cave_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Bloomfield Hills_siteSet_1,"0,126","0,012",Mammutidae,
Stegomastodon platensis,South America,Bonito_siteSet_1,"0,126","0,012",Gomphotheriidae,
Mammut americanum,Northern America,Bowden_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Bradenton (AMNH)_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Brennan Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Bridgeport, south of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Bronson_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Browne Township, NE part_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Bryce Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Byron, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Cadmus Road Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Calwell Farm_siteSet_1,"0,126","0,012",Mammutidae,
Stegomastodon platensis,South America,Campo Viñoles_siteSet_1,"0,126","0,012",Gomphotheriidae,
Mammut americanum,Northern America,Cape Breton Island_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Carlton Township_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus exilis,Northern America,Carrington Point_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Cass City_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Cass City, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,CB_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Chandler Sand Pit_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Chandler Sand Pit_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Chapin Township_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Cheseaning_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Church_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,City Point_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Clayton_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Clifford, near_siteSet_1","0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Colby Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Cole Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Colon, SE of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Corunna_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Covington_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Cranbrook Dump_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Crandell Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Crawford Mastodon_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Croswell_siteSet_1,"0,126","0,012",Mammutidae,
Stegomastodon platensis,South America,Cucuruchu_siteSet_1,"0,126","0,012",Gomphotheriidae,
Mammut americanum,Northern America,Cullen Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Cummings Farm_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Cutler Hammock_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Cutler Hammock_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Darling Farm Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Davison, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Decker Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Deep Creek Pit_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Devil's Den_siteSet_1,"0,126","0,012",Mammutidae,
Stegomastodon platensis,South America,Dique Los Quiroga_siteSet_1,"0,126","0,012",Gomphotheriidae,
Mammuthus primigenius,Northern Europe,Dogger Bank_siteSet_1,"0,126","0,01",Elephantidae,
Mammut americanum,Northern America,Dutmer Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Eau Claire_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Edom_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Eldridge Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Elk Township_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Ellembaum Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Elsie_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Northern America,Endless Caverns_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus columbi,Northern America,Escapule Mammoth Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus primigenius,Western Europe,Eurogeul_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus primigenius,Western Europe,Euroguel mammoth_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,"Evart, near_siteSet_1","0,126","0,012",Mammutidae,
Stegomastodon platensis,South America,Fazenda Suse II_siteSet_1,"0,126","0,012",Gomphotheriidae,
Mammuthus primigenius,Northern America,Fenske_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,"Flat Rock, east of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Flushing Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Fort Custer Military Reservation_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Fort Qu'Appelle_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus columbi,Northern America,Fossil Lake_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Fossilossa_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Fossilossa_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Four Lakes Drive Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Fowlerville, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Fowlerville, west_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Frankenlust_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Frankenmuth_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Fred Berndt Farm_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Freeland, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Freemont, NW of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Friesenhahn Cave_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Fruitport, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,G. Stires_siteSet_1,"0,126","0,012",Mammutidae,
Stegomastodon platensis,South America,Garrincho_siteSet_1,"0,126","0,012",Gomphotheriidae,
Mammut americanum,Northern America,Georges Bank_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Gilford_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Grand Rapids, north of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Green Oak_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Gregg Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Groleau-White Lake Site_siteSet_1,"0,126","0,012",Mammutidae,
Stegomastodon platensis,South America,Gruta do Ingá_siteSet_1,"0,126","0,012",Gomphotheriidae,
Stegomastodon platensis,South America,Gruta dos Brejoes_siteSet_1,"0,126","0,01",Gomphotheriidae,
Mammut americanum,Northern America,Gullich Road Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Gun River_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Hadley_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Hager Township Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Hastings_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus primigenius,Northern America,Hebior_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Heisler Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Hemlock Lake, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Henderson_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Henry Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammuthus primigenius,Northern America,Herschel Island_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Hersey_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Heuser Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Hillsborough_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Hilton Harbor_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Hodges_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Holidaysburg Fissure_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Holland, east of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Hollis Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Holly, near_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Hornsby Springs_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Hot Springs_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Hot Springs Mammoth Site_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,"Howell, SW of_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Huls Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Huntington Dam_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Huntington Reservoir mastodons_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Huron Shore_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Ichetucknee River_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Ichetucknee River_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Iron Bridge_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Iron Bridge_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Island 35_siteSet_1,"0,126","0,012",Mammutidae,
Palaeoloxodon creutzburgi,Southern Europe,Island fossil ungulates_siteSet_2,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Isle of Hope_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,J. Beavers Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Jackson, near 2_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Jackson, near 3_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Jal Horse Quarry_siteSet_1,"0,126","0,012",Mammutidae,
Mammuthus columbi,Northern America,Jal Horse Quarry_siteSet_1,"0,126","0,012",Elephantidae,
Stegomastodon platensis,South America,Janauba_siteSet_1,"0,126","0,012",Gomphotheriidae,
Mammuthus columbi,Northern America,Jinglebob_siteSet_1,"0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Johnson Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Johnson Site_siteSet_2,"0,126","0,0117",Mammutidae,
Mammut americanum,Northern America,Jolman Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Jonio Farm Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Kalamazoo_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Kalamazoo River, valley flat_siteSet_1","0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Keith Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Killin Gravel Pit_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Kimmswick_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,"Kingston, NE of_siteSet_1","0,126","0,012",Mammutidae,
Palaeoloxodon antiquus,Northern Europe,Kirkdale Cave_siteSet_1,"0,126","0,1",Elephantidae,
Mammuthus primigenius,Eastern Europe,"Kolyma River, between the mouth of Omolon and Anjuj, Jedoma-Suite_siteSet_1","0,126","0,012",Elephantidae,
Mammut americanum,Northern America,Kramer_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,Kuhl Site_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,La Mirada_siteSet_1,"0,126","0,012",Mammutidae,
Mammut americanum,Northern America,LAH_siteSet_1,"0,126","0,012",Mammutidae,
